Date,Source,Site ID,POC,Daily Max 8-hour Ozone Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
10/12/2018,AQS,560210003,1,0.038,ppm,35,Laramie County Mobile,17,100,44201,Ozone,16940,"Cheyenne, WY",56,Wyoming,21,Laramie,41.08536,-104.52277
10/14/2018,AQS,560210003,1,0.039,ppm,36,Laramie County Mobile,17,100,44201,Ozone,16940,"Cheyenne, WY",56,Wyoming,21,Laramie,41.08536,-104.52277
10/15/2018,AQS,560210003,1,0.043,ppm,40,Laramie County Mobile,17,100,44201,Ozone,16940,"Cheyenne, WY",56,Wyoming,21,Laramie,41.08536,-104.52277
10/16/2018,AQS,560210003,1,0.039,ppm,36,Laramie County Mobile,17,100,44201,Ozone,16940,"Cheyenne, WY",56,Wyoming,21,Laramie,41.08536,-104.52277
10/17/2018,AQS,560210003,1,0.042,ppm,39,Laramie County Mobile,17,100,44201,Ozone,16940,"Cheyenne, WY",56,Wyoming,21,Laramie,41.08536,-104.52277
10/18/2018,AQS,560210003,1,0.04,ppm,37,Laramie County Mobile,17,100,44201,Ozone,16940,"Cheyenne, WY",56,Wyoming,21,Laramie,41.08536,-104.52277
10/19/2018,AQS,560210003,1,0.047,ppm,44,Laramie County Mobile,17,100,44201,Ozone,16940,"Cheyenne, WY",56,Wyoming,21,Laramie,41.08536,-104.52277
10/20/2018,AQS,560210003,1,0.048,ppm,44,Laramie County Mobile,17,100,44201,Ozone,16940,"Cheyenne, WY",56,Wyoming,21,Laramie,41.08536,-104.52277
10/21/2018,AQS,560210003,1,0.044,ppm,41,Laramie County Mobile,17,100,44201,Ozone,16940,"Cheyenne, WY",56,Wyoming,21,Laramie,41.08536,-104.52277
10/22/2018,AQS,560210003,1,0.041,ppm,38,Laramie County Mobile,17,100,44201,Ozone,16940,"Cheyenne, WY",56,Wyoming,21,Laramie,41.08536,-104.52277
