Date,Source,Site ID,POC,Daily Max 1-hour SO2 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
1/1/2020,AQS,560210003,1,0.2,ppb,0,Laramie County Mobile,24,100,42401,Sulfur dioxide,16940,"Cheyenne, WY",56,Wyoming,21,Laramie,41.08536,-104.52277
1/2/2020,AQS,560210003,1,0.2,ppb,0,Laramie County Mobile,23,96,42401,Sulfur dioxide,16940,"Cheyenne, WY",56,Wyoming,21,Laramie,41.08536,-104.52277
1/3/2020,AQS,560210003,1,2.4,ppb,3,Laramie County Mobile,23,96,42401,Sulfur dioxide,16940,"Cheyenne, WY",56,Wyoming,21,Laramie,41.08536,-104.52277
1/4/2020,AQS,560210003,1,0.5,ppb,0,Laramie County Mobile,23,96,42401,Sulfur dioxide,16940,"Cheyenne, WY",56,Wyoming,21,Laramie,41.08536,-104.52277
1/5/2020,AQS,560210003,1,0.3,ppb,0,Laramie County Mobile,24,100,42401,Sulfur dioxide,16940,"Cheyenne, WY",56,Wyoming,21,Laramie,41.08536,-104.52277
1/6/2020,AQS,560210003,1,0.2,ppb,0,Laramie County Mobile,22,92,42401,Sulfur dioxide,16940,"Cheyenne, WY",56,Wyoming,21,Laramie,41.08536,-104.52277
1/7/2020,AQS,560210003,1,0.3,ppb,0,Laramie County Mobile,24,100,42401,Sulfur dioxide,16940,"Cheyenne, WY",56,Wyoming,21,Laramie,41.08536,-104.52277
1/8/2020,AQS,560210003,1,0.3,ppb,0,Laramie County Mobile,23,96,42401,Sulfur dioxide,16940,"Cheyenne, WY",56,Wyoming,21,Laramie,41.08536,-104.52277
1/9/2020,AQS,560210003,1,0.3,ppb,0,Laramie County Mobile,23,96,42401,Sulfur dioxide,16940,"Cheyenne, WY",56,Wyoming,21,Laramie,41.08536,-104.52277
1/10/2020,AQS,560210003,1,0,ppb,0,Laramie County Mobile,23,96,42401,Sulfur dioxide,16940,"Cheyenne, WY",56,Wyoming,21,Laramie,41.08536,-104.52277
1/11/2020,AQS,560210003,1,0.2,ppb,0,Laramie County Mobile,24,100,42401,Sulfur dioxide,16940,"Cheyenne, WY",56,Wyoming,21,Laramie,41.08536,-104.52277
1/12/2020,AQS,560210003,1,0.1,ppb,0,Laramie County Mobile,22,92,42401,Sulfur dioxide,16940,"Cheyenne, WY",56,Wyoming,21,Laramie,41.08536,-104.52277
1/13/2020,AQS,560210003,1,0.1,ppb,0,Laramie County Mobile,24,100,42401,Sulfur dioxide,16940,"Cheyenne, WY",56,Wyoming,21,Laramie,41.08536,-104.52277
1/14/2020,AQS,560210003,1,0.1,ppb,0,Laramie County Mobile,23,96,42401,Sulfur dioxide,16940,"Cheyenne, WY",56,Wyoming,21,Laramie,41.08536,-104.52277
1/15/2020,AQS,560210003,1,0.1,ppb,0,Laramie County Mobile,23,96,42401,Sulfur dioxide,16940,"Cheyenne, WY",56,Wyoming,21,Laramie,41.08536,-104.52277
1/16/2020,AQS,560210003,1,0,ppb,0,Laramie County Mobile,22,92,42401,Sulfur dioxide,16940,"Cheyenne, WY",56,Wyoming,21,Laramie,41.08536,-104.52277
1/17/2020,AQS,560210003,1,0,ppb,0,Laramie County Mobile,24,100,42401,Sulfur dioxide,16940,"Cheyenne, WY",56,Wyoming,21,Laramie,41.08536,-104.52277
1/18/2020,AQS,560210003,1,0,ppb,0,Laramie County Mobile,22,92,42401,Sulfur dioxide,16940,"Cheyenne, WY",56,Wyoming,21,Laramie,41.08536,-104.52277
1/19/2020,AQS,560210003,1,0.3,ppb,0,Laramie County Mobile,24,100,42401,Sulfur dioxide,16940,"Cheyenne, WY",56,Wyoming,21,Laramie,41.08536,-104.52277
1/20/2020,AQS,560210003,1,0.1,ppb,0,Laramie County Mobile,23,96,42401,Sulfur dioxide,16940,"Cheyenne, WY",56,Wyoming,21,Laramie,41.08536,-104.52277
1/21/2020,AQS,560210003,1,0.1,ppb,0,Laramie County Mobile,23,96,42401,Sulfur dioxide,16940,"Cheyenne, WY",56,Wyoming,21,Laramie,41.08536,-104.52277
1/22/2020,AQS,560210003,1,0,ppb,0,Laramie County Mobile,23,96,42401,Sulfur dioxide,16940,"Cheyenne, WY",56,Wyoming,21,Laramie,41.08536,-104.52277
1/23/2020,AQS,560210003,1,0,ppb,0,Laramie County Mobile,24,100,42401,Sulfur dioxide,16940,"Cheyenne, WY",56,Wyoming,21,Laramie,41.08536,-104.52277
